group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fang_oost vs carr_madan,fang oost,512,,,27573758.0,ns,90
fang_oost vs carr_madan,fang oost,512,,,28406359.0,ns,93
fang_oost vs carr_madan,fang oost,512,,,29751561.0,ns,96
fang_oost vs carr_madan,fang oost,512,,,30163363.0,ns,99
fang_oost vs carr_madan,fang oost,512,,,31954666.0,ns,102
fang_oost vs carr_madan,fang oost,512,,,34036771.0,ns,105
fang_oost vs carr_madan,fang oost,512,,,34330271.0,ns,108
fang_oost vs carr_madan,fang oost,512,,,35298873.0,ns,111
fang_oost vs carr_madan,fang oost,512,,,35333674.0,ns,114
fang_oost vs carr_madan,fang oost,512,,,36109774.0,ns,117
fang_oost vs carr_madan,fang oost,512,,,37536878.0,ns,120
fang_oost vs carr_madan,fang oost,512,,,38108879.0,ns,123
fang_oost vs carr_madan,fang oost,512,,,41442686.0,ns,126
fang_oost vs carr_madan,fang oost,512,,,41468086.0,ns,129
fang_oost vs carr_madan,fang oost,512,,,40776085.0,ns,132
fang_oost vs carr_madan,fang oost,512,,,51174106.0,ns,135
fang_oost vs carr_madan,fang oost,512,,,42575289.0,ns,138
fang_oost vs carr_madan,fang oost,512,,,43401890.0,ns,141
fang_oost vs carr_madan,fang oost,512,,,48414900.0,ns,144
fang_oost vs carr_madan,fang oost,512,,,46488197.0,ns,147
fang_oost vs carr_madan,fang oost,512,,,50420604.0,ns,150
fang_oost vs carr_madan,fang oost,512,,,49511503.0,ns,153
fang_oost vs carr_madan,fang oost,512,,,51048206.0,ns,156
fang_oost vs carr_madan,fang oost,512,,,51255906.0,ns,159
fang_oost vs carr_madan,fang oost,512,,,53535311.0,ns,162
fang_oost vs carr_madan,fang oost,512,,,55277815.0,ns,165
fang_oost vs carr_madan,fang oost,512,,,66037236.0,ns,168
fang_oost vs carr_madan,fang oost,512,,,56910418.0,ns,171
fang_oost vs carr_madan,fang oost,512,,,57248119.0,ns,174
fang_oost vs carr_madan,fang oost,512,,,61400127.0,ns,177
fang_oost vs carr_madan,fang oost,512,,,60295125.0,ns,180
fang_oost vs carr_madan,fang oost,512,,,56463717.0,ns,183
fang_oost vs carr_madan,fang oost,512,,,61195827.0,ns,186
fang_oost vs carr_madan,fang oost,512,,,70578946.0,ns,189
fang_oost vs carr_madan,fang oost,512,,,64030732.0,ns,192
fang_oost vs carr_madan,fang oost,512,,,62662630.0,ns,195
fang_oost vs carr_madan,fang oost,512,,,60821126.0,ns,198
fang_oost vs carr_madan,fang oost,512,,,71352548.0,ns,201
fang_oost vs carr_madan,fang oost,512,,,65492936.0,ns,204
fang_oost vs carr_madan,fang oost,512,,,67613540.0,ns,207
fang_oost vs carr_madan,fang oost,512,,,64704534.0,ns,210
fang_oost vs carr_madan,fang oost,512,,,66578838.0,ns,213
fang_oost vs carr_madan,fang oost,512,,,68325241.0,ns,216
fang_oost vs carr_madan,fang oost,512,,,74899655.0,ns,219
fang_oost vs carr_madan,fang oost,512,,,70678747.0,ns,222
fang_oost vs carr_madan,fang oost,512,,,73334952.0,ns,225
fang_oost vs carr_madan,fang oost,512,,,72770950.0,ns,228
fang_oost vs carr_madan,fang oost,512,,,76732059.0,ns,231
fang_oost vs carr_madan,fang oost,512,,,75636357.0,ns,234
fang_oost vs carr_madan,fang oost,512,,,78151362.0,ns,237
fang_oost vs carr_madan,fang oost,512,,,86441379.0,ns,240
fang_oost vs carr_madan,fang oost,512,,,77555360.0,ns,243
fang_oost vs carr_madan,fang oost,512,,,81190568.0,ns,246
fang_oost vs carr_madan,fang oost,512,,,95843299.0,ns,249
fang_oost vs carr_madan,fang oost,512,,,93078392.0,ns,252
fang_oost vs carr_madan,fang oost,512,,,88877784.0,ns,255
fang_oost vs carr_madan,fang oost,512,,,85593677.0,ns,258
fang_oost vs carr_madan,fang oost,512,,,90406787.0,ns,261
fang_oost vs carr_madan,fang oost,512,,,83748973.0,ns,264
fang_oost vs carr_madan,fang oost,512,,,90766488.0,ns,267
fang_oost vs carr_madan,fang oost,512,,,86541579.0,ns,270
fang_oost vs carr_madan,fang oost,512,,,88721784.0,ns,273
fang_oost vs carr_madan,fang oost,512,,,92075390.0,ns,276
fang_oost vs carr_madan,fang oost,512,,,90461387.0,ns,279
fang_oost vs carr_madan,fang oost,512,,,99376806.0,ns,282
fang_oost vs carr_madan,fang oost,512,,,94802696.0,ns,285
fang_oost vs carr_madan,fang oost,512,,,102819312.0,ns,288
fang_oost vs carr_madan,fang oost,512,,,96948300.0,ns,291
fang_oost vs carr_madan,fang oost,512,,,106037120.0,ns,294
fang_oost vs carr_madan,fang oost,512,,,102223411.0,ns,297
fang_oost vs carr_madan,fang oost,512,,,95019896.0,ns,300
