group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fang_oost vs carr_madan,carr madan,512,,,45148900.0,ns,462
fang_oost vs carr_madan,carr madan,512,,,46295402.0,ns,473
fang_oost vs carr_madan,carr madan,512,,,47533805.0,ns,484
fang_oost vs carr_madan,carr madan,512,,,48446106.0,ns,495
fang_oost vs carr_madan,carr madan,512,,,49795110.0,ns,506
fang_oost vs carr_madan,carr madan,512,,,50684412.0,ns,517
fang_oost vs carr_madan,carr madan,512,,,51650313.0,ns,528
fang_oost vs carr_madan,carr madan,512,,,52720217.0,ns,539
fang_oost vs carr_madan,carr madan,512,,,53907818.0,ns,550
fang_oost vs carr_madan,carr madan,512,,,54777121.0,ns,561
fang_oost vs carr_madan,carr madan,512,,,55785123.0,ns,572
fang_oost vs carr_madan,carr madan,512,,,57247426.0,ns,583
fang_oost vs carr_madan,carr madan,512,,,58504329.0,ns,594
fang_oost vs carr_madan,carr madan,512,,,59181830.0,ns,605
fang_oost vs carr_madan,carr madan,512,,,60509333.0,ns,616
fang_oost vs carr_madan,carr madan,512,,,61660736.0,ns,627
fang_oost vs carr_madan,carr madan,512,,,64758242.0,ns,638
fang_oost vs carr_madan,carr madan,512,,,63784341.0,ns,649
fang_oost vs carr_madan,carr madan,512,,,64659842.0,ns,660
fang_oost vs carr_madan,carr madan,512,,,65873045.0,ns,671
fang_oost vs carr_madan,carr madan,512,,,66921347.0,ns,682
fang_oost vs carr_madan,carr madan,512,,,68040450.0,ns,693
fang_oost vs carr_madan,carr madan,512,,,69231652.0,ns,704
fang_oost vs carr_madan,carr madan,512,,,69832454.0,ns,715
fang_oost vs carr_madan,carr madan,512,,,70812556.0,ns,726
fang_oost vs carr_madan,carr madan,512,,,70748156.0,ns,737
fang_oost vs carr_madan,carr madan,512,,,72136258.0,ns,748
fang_oost vs carr_madan,carr madan,512,,,71964559.0,ns,759
fang_oost vs carr_madan,carr madan,512,,,75222565.0,ns,770
fang_oost vs carr_madan,carr madan,512,,,76679669.0,ns,781
fang_oost vs carr_madan,carr madan,512,,,77378570.0,ns,792
fang_oost vs carr_madan,carr madan,512,,,78328072.0,ns,803
fang_oost vs carr_madan,carr madan,512,,,79230374.0,ns,814
fang_oost vs carr_madan,carr madan,512,,,81094878.0,ns,825
fang_oost vs carr_madan,carr madan,512,,,81076879.0,ns,836
fang_oost vs carr_madan,carr madan,512,,,82213880.0,ns,847
fang_oost vs carr_madan,carr madan,512,,,83094083.0,ns,858
fang_oost vs carr_madan,carr madan,512,,,85044687.0,ns,869
fang_oost vs carr_madan,carr madan,512,,,84615986.0,ns,880
fang_oost vs carr_madan,carr madan,512,,,86890491.0,ns,891
fang_oost vs carr_madan,carr madan,512,,,88278894.0,ns,902
fang_oost vs carr_madan,carr madan,512,,,89797197.0,ns,913
fang_oost vs carr_madan,carr madan,512,,,90385299.0,ns,924
fang_oost vs carr_madan,carr madan,512,,,91072100.0,ns,935
fang_oost vs carr_madan,carr madan,512,,,92387302.0,ns,946
fang_oost vs carr_madan,carr madan,512,,,93347905.0,ns,957
fang_oost vs carr_madan,carr madan,512,,,93612106.0,ns,968
fang_oost vs carr_madan,carr madan,512,,,95736410.0,ns,979
fang_oost vs carr_madan,carr madan,512,,,96726813.0,ns,990
fang_oost vs carr_madan,carr madan,512,,,98130615.0,ns,1001
fang_oost vs carr_madan,carr madan,512,,,98655617.0,ns,1012
fang_oost vs carr_madan,carr madan,512,,,99719219.0,ns,1023
fang_oost vs carr_madan,carr madan,512,,,101213722.0,ns,1034
fang_oost vs carr_madan,carr madan,512,,,102196224.0,ns,1045
fang_oost vs carr_madan,carr madan,512,,,103313726.0,ns,1056
fang_oost vs carr_madan,carr madan,512,,,104619930.0,ns,1067
fang_oost vs carr_madan,carr madan,512,,,105567931.0,ns,1078
fang_oost vs carr_madan,carr madan,512,,,106404134.0,ns,1089
fang_oost vs carr_madan,carr madan,512,,,106890834.0,ns,1100
